trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
968,2.8,2,11.21,2.99,3.41,17.61,1
322,1.64,1,5.36,0.0,0.78,6.14,0
1098,2.59,1,8.78,0.0,0.78,9.56,0
651,2.78,1,8.78,1.95,0.74,11.47,0
947,3.2,1,11.21,0.0,3.46,14.67,1
736,4.38,5,10.72,0.0,1.27,11.99,0
1670,10.56,1,23.4,2.73,4.49,30.62,1
1060,10.19,1,19.5,0.0,7.17,26.67,0
1337,13.02,1,25.35,8.19,1.7,35.24,0
313,2.59,1,6.34,0.0,1.76,8.1,0
1375,6.73,1,17.55,4.42,4.41,26.38,1
1949,19.75,2,38.02,0.0,1.27,39.29,0
1972,16.24,1,32.66,4.94,3.4,41.0,1
545,2.4,1,7.8,2.21,3.5,13.51,1
470,1.8,1,6.82,1.04,1.69,9.55,0
505,1.24,1,6.34,0.0,4.44,10.78,1
995,2.56,1,11.21,0.0,0.78,11.99,0
668,2.56,3,8.78,0.0,0.78,9.56,0
1115,3.96,1,12.68,2.86,3.53,19.07,1
864,3.85,5,11.7,2.21,3.52,17.43,1
1386,6.37,1,16.58,3.51,0.74,20.83,0
1259,5.66,2,15.6,4.03,4.41,24.04,1
263,1.46,1,5.36,0.0,0.78,6.14,0
1074,5.07,2,14.14,2.99,0.77,17.9,0
322,2.46,2,6.34,0.0,0.78,7.12,0
1294,4.83,1,14.14,2.86,4.5,21.5,1
979,5.07,1,13.16,0.0,0.78,13.94,0
221,0.8,1,4.39,0.0,1.27,5.66,0
604,2.27,1,8.29,0.0,0.78,9.07,0
1306,10.72,1,21.94,2.86,3.53,28.33,1
1534,8.0,1,19.5,0.0,0.78,20.28,0
382,1.54,1,5.85,1.95,0.82,8.62,0
1006,4.18,1,12.68,3.38,4.47,20.53,1
690,3.99,1,10.24,3.38,3.5,17.12,1
1022,3.96,1,12.19,1.95,3.46,17.6,1
533,3.22,2,8.29,1.82,0.76,10.87,0
824,2.53,1,9.75,2.08,0.81,12.64,0
346,3.25,1,7.31,2.21,3.99,13.51,1
453,2.24,1,7.31,1.56,0.84,9.71,0
769,2.59,1,9.26,2.47,0.83,12.56,0
290,1.0,1,4.88,0.0,1.76,6.64,0
210,0.63,1,3.9,0.0,1.76,5.66,0
562,5.21,1,13.65,0.0,0.29,13.94,0
1641,7.93,1,19.99,0.0,0.78,20.77,0
846,3.14,1,10.24,2.21,0.77,13.22,0
525,3.38,1,8.78,2.47,1.31,12.56,0
1210,11.46,1,21.45,1.95,0.78,24.18,0
801,3.96,1,10.72,3.77,1.73,16.22,0
360,1.45,1,5.85,0.0,0.78,6.63,0
1307,5.05,2,15.11,3.12,0.84,19.07,0
1412,12.55,1,24.86,1.04,0.72,26.62,0
359,1.45,1,5.85,0.13,0.8,6.78,0
318,1.16,1,4.88,0.0,1.76,6.64,0
588,2.8,1,8.78,3.64,3.49,15.91,1
549,1.66,1,7.31,1.56,0.84,9.71,0
955,5.17,1,12.68,0.0,1.27,13.95,0
1372,6.42,1,16.09,4.94,3.4,24.43,1
637,3.54,1,9.26,1.95,3.42,14.63,1
441,1.93,1,6.82,0.0,0.78,7.6,0
299,0.97,1,4.88,1.04,1.2,7.12,0
781,6.37,1,13.65,3.12,1.72,18.49,0
434,2.3,1,7.31,0.0,1.27,8.58,0
333,1.8,1,5.85,1.56,1.72,9.13,0
511,2.09,1,7.31,0.52,0.83,8.66,0
335,1.35,5,5.85,2.08,4.41,12.34,1
248,0.58,1,4.39,4.94,0.72,10.05,0
780,4.09,1,10.72,0.0,0.78,11.5,0
1827,16.59,1,32.18,0.0,0.78,32.96,0
755,2.93,1,9.26,1.04,0.72,11.02,0
375,1.64,1,5.85,1.3,0.81,7.96,0
1181,9.66,1,20.96,5.07,4.45,30.48,1
495,6.12,2,12.19,1.95,0.78,14.92,0
906,4.99,1,12.68,0.0,1.76,14.44,0
299,1.61,1,5.36,1.17,0.83,7.36,0
403,1.77,1,6.34,1.43,0.77,8.54,0
1357,13.2,0,25.35,1.04,3.4,29.79,1
959,7.64,1,15.6,0.0,0.78,16.38,0
711,4.2,5,10.72,0.0,3.46,14.18,1
1340,12.07,1,23.4,1.95,4.44,29.79,1
1798,4.2,2,17.55,0.0,1.76,19.31,0
1256,9.5,2,20.48,4.94,3.4,28.82,1
1327,6.84,1,16.58,0.0,1.76,18.34,0
496,1.79,2,6.82,0.0,4.44,11.26,1
253,1.19,5,4.88,1.17,1.33,7.38,0
622,5.79,1,12.19,4.03,3.96,20.18,1
200,1.06,6,4.39,0.0,1.27,5.66,0
428,2.35,1,6.82,1.56,0.74,9.12,0
1914,8.64,1,22.42,6.5,3.44,32.36,1
580,2.54,1,8.29,0.0,1.27,9.56,0
1719,13.44,1,26.81,1.95,3.46,32.22,1
420,1.8,1,6.34,0.0,0.78,7.12,0
705,2.41,1,8.78,2.47,3.43,14.68,1
2179,19.76,1,37.05,9.49,0.75,47.29,0
292,1.26,1,5.36,0.0,1.76,7.12,0
2885,8.06,1,24.38,0.0,3.46,27.84,1
364,1.66,2,5.85,0.0,1.27,7.12,0
1409,5.13,1,16.09,3.9,3.47,23.46,1
1269,10.98,1,22.91,6.63,3.42,32.96,1
410,1.96,1,6.82,2.21,4.48,13.51,1
211,1.27,1,4.88,0.0,0.78,5.66,0
274,1.56,1,4.88,1.3,1.78,7.96,0
749,4.57,1,12.19,0.0,0.78,12.97,0
2747,12.28,1,31.2,0.0,1.76,32.96,0
845,11.73,1,21.45,5.85,1.71,29.01,0
614,2.41,0,8.29,1.04,0.72,10.05,0
455,5.02,1,10.72,4.94,0.72,16.38,0
967,4.84,1,12.68,0.0,0.78,13.46,0
193,1.13,1,4.39,0.0,0.78,5.17,0
585,1.34,1,7.31,0.0,0.78,8.09,0
636,9.25,1,23.4,0.0,0.29,23.69,0
640,2.48,6,8.29,0.0,0.78,9.07,0
1172,5.15,1,14.62,0.0,3.46,18.08,1
410,2.22,1,6.82,1.56,0.74,9.12,0
1457,33.38,1,52.65,0.52,0.75,53.92,0
3168,27.83,1,50.21,0.0,0.78,50.99,0
1343,11.83,4,24.38,0.0,7.17,31.55,0
1493,5.21,1,17.06,1.95,4.44,23.45,1
551,2.86,5,8.29,1.82,1.77,11.88,0
410,1.61,1,6.34,0.0,0.78,7.12,0
220,0.98,1,4.39,1.17,1.81,7.37,0
1245,10.81,1,21.94,4.94,0.72,27.6,0
489,1.83,1,6.82,0.0,0.78,7.6,0
517,1.93,1,6.82,1.95,0.73,9.5,0
1027,6.81,1,15.6,3.38,1.26,20.24,0
1749,18.31,1,34.61,8.32,7.2,50.13,0
585,1.96,1,7.8,3.9,1.76,13.46,0
433,2.17,1,6.82,2.34,0.72,9.88,0
105,0.64,4,3.41,1.69,3.48,8.58,1
867,6.28,1,14.62,4.68,0.72,20.02,0
1978,13.49,1,26.32,4.94,9.78,41.04,1
250,1.26,1,4.88,1.04,0.72,6.64,0
624,2.14,2,8.29,0.0,1.27,9.56,0
897,4.65,1,12.19,0.0,1.27,13.46,0
922,9.33,1,24.38,0.0,0.29,24.67,0
1410,5.92,1,16.58,0.0,3.46,20.04,1
388,1.83,1,6.34,0.0,0.78,7.12,0
423,6.15,5,11.7,0.0,0.78,12.48,0
946,8.35,1,17.06,4.94,7.66,29.66,0
1771,8.53,2,20.96,0.0,0.78,21.74,0
1674,14.11,1,27.3,6.76,4.01,38.07,1
1110,5.09,1,14.14,3.51,3.47,21.12,1
264,1.45,1,5.36,0.0,1.76,7.12,0
386,2.56,1,6.82,0.0,0.78,7.6,0
603,1.67,1,7.8,2.34,1.8,11.94,0
2121,18.68,1,37.05,0.0,1.27,38.32,0
280,1.3,1,4.88,1.95,1.79,8.62,0
794,3.44,1,9.75,0.0,0.78,10.53,0
826,8.13,1,16.58,2.6,0.78,19.96,0
581,3.7,2,8.78,0.0,3.46,12.24,1
1165,5.81,1,15.6,0.0,3.46,19.06,1
1023,3.7,1,12.19,0.0,1.27,13.46,0
253,1.13,1,4.88,1.17,1.33,7.38,0
556,5.5,1,11.21,2.34,0.84,14.39,0
2916,28.05,1,50.7,9.75,6.68,67.13,0
964,2.8,1,11.7,0.0,1.27,12.97,0
1008,4.83,2,12.68,3.64,1.72,18.04,0
2108,7.4,2,23.4,0.0,4.44,27.84,1
289,2.01,1,5.85,1.56,1.72,9.13,0
486,1.48,1,6.34,0.0,0.78,7.12,0
380,1.38,6,5.85,0.0,0.78,6.63,0
1437,5.36,1,17.06,3.51,0.84,21.41,0
2018,29.58,1,48.75,9.88,0.81,59.44,0
262,0.92,1,4.88,1.95,0.78,7.61,0
1785,6.76,1,19.99,4.94,4.38,29.31,1
747,3.64,1,10.24,2.21,0.77,13.22,0
1163,6.69,1,16.58,0.0,0.78,17.36,0
2446,6.57,2,24.86,0.0,0.78,25.64,0
1407,15.87,1,27.79,2.86,1.82,32.47,0
770,7.42,1,15.6,3.38,1.26,20.24,0
309,1.85,1,5.85,1.3,0.81,7.96,0
434,2.01,1,6.34,2.08,3.93,12.35,1
332,1.53,1,5.85,0.0,1.76,7.61,0
728,3.25,1,9.75,0.0,4.44,14.19,1
614,6.24,1,13.16,2.73,0.84,16.73,0
288,0.9,1,4.88,0.0,0.78,5.66,0
978,8.34,1,17.55,2.21,4.43,24.19,1
555,3.04,1,8.29,0.0,1.27,9.56,0
365,2.59,1,6.82,0.0,0.78,7.6,0
642,2.85,1,8.78,1.95,0.74,11.47,0
1374,3.54,1,14.14,0.0,1.76,15.9,0
355,1.61,1,5.36,1.3,1.73,8.39,0
189,0.8,1,3.9,0.0,1.27,5.17,0
830,3.52,1,10.72,0.0,1.76,12.48,0
2930,14.64,1,34.61,0.0,3.46,38.07,1
1234,8.66,1,18.53,4.42,3.44,26.39,1
1077,6.98,1,16.58,0.0,0.78,17.36,0
1015,6.15,1,13.16,2.86,1.29,17.31,0
1095,2.61,1,11.21,0.0,0.78,11.99,0
823,7.53,1,15.11,2.99,4.38,22.48,1
21,0.06,1,7.8,0.0,0.29,8.09,0
459,2.0,1,6.82,0.0,1.76,8.58,0
794,3.99,1,11.21,0.0,3.46,14.67,1
288,1.77,1,5.85,1.82,1.22,8.89,0
664,2.53,1,8.29,1.95,1.81,12.05,0
162,0.9,4,3.9,0.0,0.78,4.68,0
796,2.41,1,9.75,2.6,3.49,15.84,1
790,4.1,1,10.72,2.86,3.44,17.02,1
1105,5.75,1,14.62,3.77,3.89,22.28,1
893,5.01,4,11.7,0.0,0.78,12.48,0
1642,7.35,2,19.99,4.68,3.47,28.14,1
665,3.86,1,9.75,1.95,3.95,15.65,1
285,1.4,1,9.75,2.99,0.32,13.06,0
446,2.03,1,6.82,1.95,1.27,10.04,0
220,1.38,1,4.88,0.0,0.78,5.66,0
408,1.83,2,6.34,2.47,1.71,10.52,0
2047,21.36,1,39.0,1.95,7.17,48.12,0
701,1.45,1,8.29,1.82,0.77,10.88,0
1397,12.81,5,24.86,5.2,1.29,31.35,0
766,2.59,1,9.75,2.47,4.4,16.62,1
1593,6.23,1,18.04,0.0,0.78,18.82,0
411,1.92,1,6.34,0.0,1.27,7.61,0
1112,5.63,0,14.14,0.0,3.46,17.6,1
1607,7.93,2,19.5,0.0,0.78,20.28,0
787,9.09,1,17.55,1.95,1.27,20.77,0
357,1.98,3,6.34,0.0,0.78,7.12,0
1292,3.38,1,14.14,2.86,3.53,20.53,1
409,1.95,1,6.34,1.56,1.81,9.71,0
1209,5.12,5,14.62,0.0,3.46,18.08,1
379,2.09,1,6.34,0.0,1.27,7.61,0
376,1.66,6,5.85,1.04,1.69,8.58,0
274,1.46,6,4.88,1.56,1.25,7.69,0
387,2.82,1,7.31,0.0,1.27,8.58,0
644,3.69,1,10.24,2.21,0.77,13.22,0
725,13.0,1,22.42,5.98,7.1,35.5,0
854,3.38,1,10.72,0.0,0.78,11.5,0
1266,5.28,1,15.11,3.77,3.41,22.29,1
660,4.17,1,9.75,1.3,3.49,14.54,1
421,1.69,1,6.34,0.0,0.78,7.12,0
969,8.34,1,17.55,5.59,1.32,24.46,0
429,2.3,2,6.82,1.56,0.74,9.12,0
217,2.01,1,5.36,1.82,1.71,8.89,0
493,1.74,1,6.82,0.0,0.78,7.6,0
687,2.43,1,8.78,0.0,1.76,10.54,0
855,2.57,2,9.75,2.08,1.82,13.65,0
441,1.32,1,6.34,1.04,0.72,8.1,0
781,4.18,1,11.21,1.95,1.27,14.43,0
1213,4.67,1,14.62,3.64,3.43,21.69,1
663,3.85,1,10.24,3.51,1.21,14.96,0
171,1.16,1,4.39,1.17,1.81,7.37,0
1454,6.84,1,18.04,3.77,0.77,22.58,0
1119,16.32,1,28.28,9.75,0.78,38.81,0
901,5.84,1,13.65,3.38,3.5,20.53,1
414,2.19,1,6.82,2.34,0.72,9.88,0
1000,5.31,2,13.16,2.86,1.29,17.31,0
451,1.58,1,6.34,0.0,1.76,8.1,0
928,4.6,1,12.68,0.0,0.78,13.46,0
224,1.45,1,4.39,1.82,4.37,10.58,1
624,3.65,1,10.24,0.0,0.78,11.02,0
1343,4.49,1,14.62,0.0,0.78,15.4,0
1460,6.21,1,17.06,2.86,3.53,23.45,1
1227,5.63,0,15.11,5.59,3.43,24.13,1
630,3.73,6,9.26,0.0,1.76,11.02,0
1249,4.89,1,14.62,1.82,0.81,17.25,0
456,0.92,1,6.34,1.17,0.78,8.29,0
704,3.59,1,9.26,1.95,0.84,12.05,0
246,1.29,3,4.88,1.3,0.84,7.02,0
815,4.76,1,12.19,0.0,1.76,13.95,0
545,2.12,1,7.31,0.0,1.76,9.07,0
163,1.11,1,4.39,2.86,1.33,8.58,0
264,1.88,1,5.85,0.0,1.27,7.12,0
563,1.87,1,7.8,0.0,0.78,8.58,0
599,6.08,1,12.68,3.38,3.89,19.95,1
558,2.29,1,7.31,1.56,0.84,9.71,0
1846,5.75,1,18.04,0.0,3.46,21.5,1
600,2.95,1,9.26,1.82,0.76,11.84,0
686,3.65,1,9.75,0.0,0.78,10.53,0
1171,5.47,1,15.11,3.64,3.53,22.28,1
1061,6.49,1,19.5,0.0,0.29,19.79,0
1418,16.7,1,29.74,0.0,0.78,30.52,0
677,3.81,1,10.24,2.34,1.23,13.81,0
245,1.59,1,4.88,1.69,3.44,10.01,1
102,0.66,5,3.41,1.95,0.78,6.14,0
759,9.21,1,18.04,4.94,0.72,23.7,0
95,0.66,1,3.41,0.0,1.76,5.17,0
459,2.75,1,7.31,1.82,1.75,10.88,0
557,2.4,1,7.8,0.91,0.73,9.44,0
1526,7.4,1,19.01,0.0,0.78,19.79,0
646,2.77,1,8.78,0.0,3.46,12.24,1
456,1.72,1,6.34,1.95,3.47,11.76,1
613,2.51,1,8.29,0.0,1.27,9.56,0
568,2.54,1,7.8,0.0,1.76,9.56,0
802,2.45,1,9.26,1.95,0.84,12.05,0
2053,27.04,1,45.82,0.0,0.78,46.6,0
2014,15.8,1,31.69,7.02,3.47,42.18,1
3,0.21,2,9.75,2.47,0.34,12.56,0
355,1.74,1,5.85,1.95,0.82,8.62,0
1246,10.57,1,53.62,0.0,0.29,53.91,0
476,2.75,1,7.8,1.43,1.3,10.53,0
314,0.85,1,4.88,1.43,0.76,7.07,0
492,2.46,1,7.31,0.0,0.78,8.09,0
548,2.96,1,8.29,1.95,0.78,11.02,0
369,2.09,1,6.34,0.0,1.76,8.1,0
886,3.06,1,10.24,2.73,0.78,13.75,0
3269,32.77,1,50.7,15.6,11.51,77.81,0
760,2.46,1,9.26,0.0,1.27,10.53,0
550,6.74,1,13.65,2.86,3.53,20.04,1
724,1.27,1,8.29,1.17,3.46,12.92,1
530,3.06,1,7.8,0.0,0.78,8.58,0
327,1.43,1,5.85,1.69,0.75,8.29,0
319,1.3,1,5.36,1.17,0.84,7.37,0
1917,7.95,1,21.94,3.77,3.5,29.21,1
1335,6.21,1,16.09,1.95,3.46,21.5,1
1688,6.5,2,19.5,1.04,0.75,21.29,0
1104,9.04,2,19.5,0.0,0.29,19.79,0
1183,3.72,5,13.16,2.86,3.53,19.55,1
1338,8.85,1,19.5,0.0,0.78,20.28,0
530,3.22,1,8.29,0.0,1.76,10.05,0
457,1.5,1,6.82,0.0,1.27,8.09,0
228,0.85,1,4.39,1.3,0.77,6.46,0
419,1.63,1,6.34,2.08,0.84,9.26,0
426,2.59,1,7.31,1.82,1.75,10.88,0
1315,6.87,1,17.06,3.9,3.46,24.42,1
677,2.41,1,8.78,0.0,0.78,9.56,0
509,3.43,1,8.29,2.34,3.47,14.1,1
1606,6.92,2,19.01,0.0,0.78,19.79,0
296,1.43,1,5.36,1.17,0.84,7.37,0
612,1.45,1,7.31,0.0,0.78,8.09,0
791,2.57,3,9.26,1.95,0.78,11.99,0
139,0.48,1,3.41,0.0,1.76,5.17,0
610,2.99,1,8.29,1.82,3.41,13.52,1
2625,11.78,1,29.74,0.0,0.78,30.52,0
3326,20.42,1,44.36,8.97,2.74,56.07,0
253,1.93,1,5.36,4.94,1.2,11.5,0
311,1.88,1,5.85,0.0,1.27,7.12,0
977,4.18,1,12.19,2.47,1.79,16.45,0
317,2.24,1,6.34,24.44,0.72,31.5,0
1421,5.46,2,13.16,0.0,0.78,13.94,0
368,1.29,1,5.36,0.0,0.78,6.14,0
507,2.82,1,7.8,0.0,0.78,8.58,0
348,1.58,1,5.85,0.0,0.78,6.63,0
276,2.09,6,5.85,1.04,1.69,8.58,0
384,1.37,5,5.85,1.04,1.2,8.09,0
1969,6.44,1,21.45,5.2,4.41,31.06,1
519,2.37,1,7.31,3.64,1.82,12.77,0
851,3.3,1,10.24,0.0,3.46,13.7,1
485,1.66,1,6.82,0.0,0.78,7.6,0
439,2.09,1,6.82,0.0,1.76,8.58,0
788,2.74,1,9.75,3.25,1.28,14.28,0
395,2.22,1,6.82,1.56,0.74,9.12,0
1103,4.51,2,13.16,0.0,3.46,16.62,1
572,4.39,1,10.72,2.47,1.78,14.97,0
1949,11.59,1,25.35,0.0,3.46,28.81,1
748,10.69,1,19.01,0.0,0.78,19.79,0
727,4.55,1,11.21,0.0,0.78,11.99,0
837,6.29,1,13.65,3.38,3.5,20.53,1
325,1.27,1,5.36,7.54,0.84,13.74,0
1045,12.31,1,32.18,0.0,1.27,33.45,0
447,1.11,1,6.34,0.0,0.78,7.12,0
513,2.75,1,7.8,1.69,0.81,10.3,0
1188,5.63,2,14.62,0.0,0.78,15.4,0
157,0.71,1,3.9,0.91,0.81,5.62,0
957,5.44,1,13.65,1.04,0.75,15.44,0
874,3.56,1,10.72,0.0,3.46,14.18,1
1692,6.92,1,18.04,0.0,3.46,21.5,1
420,1.61,0,6.34,0.0,0.78,7.12,0
681,6.6,1,13.16,0.0,0.78,13.94,0
842,3.27,1,10.72,0.0,0.78,11.5,0
963,4.84,1,12.68,0.0,0.78,13.46,0
39,0.23,1,2.44,0.0,1.27,3.71,0
1015,4.35,1,12.68,3.25,3.44,19.37,1
731,5.09,1,11.7,3.12,0.78,15.6,0
1299,3.07,1,13.65,2.86,1.71,18.22,0
705,3.52,1,9.75,0.0,0.78,10.53,0
720,1.48,1,8.78,1.95,0.78,11.51,0
1065,4.6,1,13.16,0.0,0.78,13.94,0
410,2.17,1,6.82,2.34,0.72,9.88,0
524,2.04,1,7.31,2.21,3.41,12.93,1
1824,6.66,1,19.5,4.03,0.81,24.34,0
129,0.48,1,3.41,0.0,0.78,4.19,0
1647,5.55,1,17.55,0.0,4.44,21.99,1
291,1.4,5,5.36,1.17,0.84,7.37,0
1550,6.41,1,18.04,2.86,4.5,25.4,1
814,9.98,1,18.53,0.0,1.76,20.29,0
978,9.0,1,16.58,0.0,0.78,17.36,0
309,1.24,1,4.88,0.0,0.78,5.66,0
495,2.67,6,7.8,1.04,0.72,9.56,0
1140,9.06,1,19.01,0.0,4.44,23.45,1
467,2.88,1,7.8,2.99,3.89,14.68,1
1017,6.39,2,14.62,0.0,0.78,15.4,0
3370,13.26,1,37.05,0.0,1.76,38.81,0
1350,4.86,1,15.6,0.0,3.46,19.06,1
1643,6.41,1,19.01,2.08,3.53,24.62,1
20,0.51,2,25.35,1.04,0.23,26.62,0
659,2.54,1,8.29,0.0,1.76,10.05,0
964,4.6,1,12.19,2.73,1.81,16.73,0
200,1.3,1,4.39,1.17,1.81,7.37,0
1252,7.69,5,17.55,3.64,0.81,22.0,0
588,2.27,1,7.31,0.0,1.27,8.58,0
986,8.48,1,18.04,0.0,0.78,18.82,0
532,2.45,1,7.8,1.95,1.72,11.47,0
572,2.09,1,7.8,0.0,0.78,8.58,0
564,1.88,1,7.31,0.0,0.78,8.09,0
307,1.51,2,5.85,0.0,0.78,6.63,0
261,1.34,1,4.88,1.95,0.78,7.61,0
1030,6.76,1,13.65,1.95,3.95,19.55,1
303,1.11,1,5.36,1.04,1.69,8.09,0
1719,15.29,2,63.38,0.0,0.78,64.16,0
275,1.14,2,5.36,0.0,0.78,6.14,0
466,2.37,1,6.82,0.78,0.76,8.36,0
1119,4.68,1,13.65,0.0,4.44,18.09,1
2328,28.36,1,49.72,0.0,3.46,53.18,1
455,1.13,1,6.34,1.95,3.47,11.76,1
463,1.64,5,6.82,0.0,1.27,8.09,0
471,2.25,1,7.31,1.56,0.84,9.71,0
292,1.5,1,4.88,1.56,1.25,7.69,0
634,4.38,1,9.75,0.0,3.46,13.21,1
1658,8.77,1,20.96,7.28,3.51,31.75,1
1585,4.26,1,16.09,0.0,1.76,17.85,0
492,2.0,1,6.82,2.08,3.44,12.34,1
406,2.67,1,7.31,0.0,0.78,8.09,0
1323,4.36,1,15.11,0.0,0.78,15.89,0
741,4.07,1,9.75,0.0,0.78,10.53,0
211,1.13,1,4.88,0.0,0.78,5.66,0
569,1.29,1,6.82,0.0,0.78,7.6,0
406,1.43,1,5.85,0.0,1.76,7.61,0
430,1.29,1,5.85,1.3,0.81,7.96,0
2126,16.25,1,34.12,0.0,4.44,38.56,1
896,4.01,1,11.7,2.99,3.5,18.19,1
3247,18.48,1,41.44,0.0,3.46,44.9,1
718,3.06,2,10.24,2.21,4.43,16.88,1
1363,8.22,5,18.53,3.25,3.51,25.29,1
497,3.06,3,8.29,0.0,0.78,9.07,0
344,1.48,1,5.85,0.0,1.76,7.61,0
629,2.57,2,8.78,0.0,1.76,10.54,0
809,2.0,1,9.75,0.0,1.76,11.51,0
841,3.59,1,10.24,1.95,0.78,12.97,0
1334,9.29,1,20.96,4.94,3.41,29.31,1
1779,12.13,1,24.86,0.0,1.76,26.62,0
2469,11.75,1,27.3,5.72,4.43,37.45,1
839,4.8,1,12.68,1.95,3.95,18.58,1
807,3.4,1,10.24,0.0,1.27,11.51,0
416,2.16,1,6.82,1.56,1.33,9.71,0
1597,6.12,1,18.04,0.0,0.78,18.82,0
461,2.25,1,7.31,0.0,0.78,8.09,0
787,2.04,1,9.75,0.0,0.78,10.53,0
463,4.14,1,9.75,0.0,0.78,10.53,0
416,1.83,1,6.34,1.43,0.77,8.54,0
158,0.74,1,3.9,0.0,0.78,4.68,0
370,0.8,1,5.36,0.0,0.78,6.14,0
473,1.93,1,6.82,2.34,0.72,9.88,0
658,2.43,2,8.78,1.04,0.72,10.54,0
1067,2.54,1,11.7,2.47,0.81,14.98,0
773,7.5,3,15.6,5.07,1.26,21.93,0
1096,6.32,1,14.62,0.0,0.78,15.4,0
664,2.74,1,8.78,2.34,0.83,11.95,0
687,3.99,1,10.24,1.95,0.78,12.97,0
832,3.01,1,9.75,2.08,0.81,12.64,0
1301,4.52,1,14.14,3.12,1.81,19.07,0
2358,7.26,1,23.4,2.73,3.42,29.55,1
528,2.41,1,7.8,2.86,1.33,11.99,0
359,1.35,2,5.85,1.3,0.81,7.96,0
339,1.24,1,5.85,1.3,0.81,7.96,0
484,2.22,1,7.31,2.73,3.42,13.46,1
346,1.0,6,5.36,0.0,0.78,6.14,0
135,0.77,1,3.9,0.0,1.27,5.17,0
1584,5.99,2,18.04,0.0,4.44,22.48,1
581,3.04,1,8.78,1.95,1.33,12.06,0
880,4.51,1,12.19,0.0,0.78,12.97,0
176,0.97,1,4.39,1.04,0.76,6.19,0
582,2.38,1,8.29,1.95,1.23,11.47,0
933,10.67,1,19.99,1.95,7.65,29.59,0
524,2.08,1,7.31,0.0,0.78,8.09,0
474,1.9,1,6.82,1.56,0.74,9.12,0
1172,5.84,1,14.62,1.95,0.78,17.35,0
1257,6.12,1,16.09,0.0,1.76,17.85,0
1164,4.33,1,13.65,0.0,1.76,15.41,0
706,2.48,1,8.78,0.0,0.78,9.56,0
565,2.57,1,7.8,0.0,0.78,8.58,0
445,0.56,1,5.85,0.0,1.27,7.12,0
684,3.28,1,9.75,2.08,0.81,12.64,0
456,2.66,1,7.31,0.0,0.78,8.09,0
514,2.83,1,7.8,0.0,1.27,9.07,0
388,1.63,1,5.85,1.43,1.26,8.54,0
526,3.4,1,9.26,2.47,3.43,15.16,1
576,2.04,1,7.8,2.21,3.5,13.51,1
517,1.56,1,7.31,1.17,0.78,9.26,0
719,2.59,1,9.26,2.08,1.29,12.63,0
351,1.4,1,5.85,0.0,1.76,7.61,0
821,6.87,1,14.62,1.95,0.78,17.35,0
1100,4.8,5,13.16,0.0,4.44,17.6,1
1097,4.02,1,13.16,0.0,0.78,13.94,0
1346,5.68,1,16.58,0.0,3.46,20.04,1
830,5.31,1,12.19,1.95,3.46,17.6,1
519,1.95,6,6.82,2.08,3.44,12.34,1
339,2.29,1,6.34,0.0,1.76,8.1,0
804,2.3,1,9.75,0.0,1.76,11.51,0
564,3.19,1,8.78,0.0,1.27,10.05,0
389,1.88,1,5.85,1.43,1.26,8.54,0
749,7.56,1,19.5,0.0,0.29,19.79,0
734,3.62,2,10.72,0.0,3.95,14.67,1
725,8.53,1,16.09,3.51,1.81,21.41,0
1075,5.78,1,14.14,1.04,3.88,19.06,1
831,2.16,2,8.78,0.0,1.76,10.54,0
933,2.93,1,11.21,0.0,0.78,11.99,0
1074,5.68,1,14.14,3.51,3.47,21.12,1
485,1.16,1,5.85,0.0,1.76,7.61,0
396,4.39,1,14.62,0.0,0.29,14.91,0
1500,12.47,1,23.89,0.0,3.46,27.35,1
673,4.73,1,10.72,0.0,3.95,14.67,1
239,1.11,1,4.88,0.0,0.78,5.66,0
1300,4.36,1,12.68,0.0,3.46,16.14,0
2681,10.64,1,28.76,0.0,0.78,29.54,0
583,2.08,1,7.31,1.56,0.84,9.71,0
428,3.22,1,8.29,0.0,4.44,12.73,1
2400,8.38,1,25.35,5.72,3.5,34.57,1
1027,10.85,1,21.45,3.9,7.17,32.52,0
497,4.39,2,9.75,0.0,0.78,10.53,0
488,2.9,1,7.8,1.69,1.24,10.73,0
336,1.83,1,5.85,2.08,4.41,12.34,1
441,2.57,1,7.8,1.69,0.8,10.29,0
1641,3.78,2,11.7,0.0,0.29,11.99,0
981,13.15,1,23.4,6.11,7.17,36.68,0
849,4.28,1,11.21,0.0,0.78,11.99,0
462,2.25,0,6.82,0.0,0.78,7.6,0
835,8.42,1,17.55,0.0,1.27,18.82,0
860,3.06,2,11.41,0.0,0.29,11.7,0
1161,4.23,5,13.16,2.86,0.84,16.86,0
326,1.22,1,5.36,1.56,0.76,7.68,0
1021,10.86,1,20.96,0.0,7.17,28.13,0
801,2.4,1,9.75,0.0,0.78,10.53,0
423,1.72,1,6.34,1.43,0.77,8.54,0
248,0.77,1,4.39,0.0,1.27,5.66,0
749,4.3,6,10.72,2.99,3.89,17.6,1
1351,6.12,1,16.09,5.07,4.49,25.65,1
823,7.68,1,15.6,0.0,1.76,17.36,0
2894,11.28,1,31.2,0.0,0.78,31.98,0
480,0.63,1,5.85,0.0,0.78,6.63,0
996,3.12,1,11.7,1.95,0.78,14.43,0
2698,13.24,1,32.66,7.93,7.2,47.79,0
894,6.24,1,14.14,1.95,1.27,17.36,0
