nickname,total_turns,first_five_turns_points,max_points_turn,min_points_turn,max_min_difference,winner,lexicon,initial_time_seconds,rating_mode,game_duration_seconds,time left minutes
BetterBot,14,154,69,4,65,1,CSW21,900,RATED,385.558388,8.574026866666667
BetterBot,14,91,74,6,68,1,CSW21,1080,RATED,179.22341919999997,15.012943013333334
BetterBot,15,89,74,6,68,1,NWL20,1320,RATED,255.9890711,17.733515481666664
HastyBot,14,121,112,2,110,0,NWL20,3000,CASUAL,152.1983831,47.463360281666674
HastyBot,13,213,86,13,73,0,CSW21,1200,RATED,388.747803,13.52086995
Matt_86,12,102,77,16,61,0,CSW21,3600,RATED,467.0390711,52.216015481666666
BetterBot,14,106,48,6,42,1,CSW21,780,RATED,246.2066319,8.896556134999999
HastyBot,12,132,80,10,70,1,CSW21,3600,RATED,266.8193479,55.55301086833333
BetterBot,14,157,85,9,76,0,NWL20,300,CASUAL,247.0355449,0.8827409183333335
ponp,15,163,80,3,77,1,CSW21,1320,RATED,483.6959879,13.938400201666667
HastyBot,12,159,72,16,56,0,CSW21,1200,RATED,539.2525849,11.012456918333333
STEEBot,18,10,71,0,71,0,NWL20,720,RATED,196.5943549,8.723427418333333
blitztkr,14,80,75,-33,108,1,CSW21,900,RATED,513.2531518999998,6.44578080166667
STEEBot,12,224,75,16,59,0,NWL20,1500,RATED,760.7030969,12.321615051666667
Scrabbler17,14,157,78,0,78,1,CSW21,1200,RATED,579.5281579,10.341197368333333
BetterBot,15,111,82,4,78,0,CSW21,3600,RATED,374.72561,53.75457316666667
BetterBot,14,165,70,6,64,1,CSW21,1200,RATED,581.0742230000002,10.315429616666664
BetterBot,12,169,69,8,61,1,CSW21,780,RATED,216.2903941,9.395160098333333
ROPPEY,15,59,72,-36,108,0,CSW21,1200,RATED,464.2057929,12.263236785
BetterBot,13,139,71,11,60,1,NWL20,1200,CASUAL,782.522284,6.957961933333333
STEEBot,13,177,72,7,65,0,NWL20,1140,RATED,594.1455669,9.097573885000001
HastyBot,11,166,78,16,62,0,NWL20,2400,CASUAL,2470.077394,-1.1679565666666651
strataji,16,58,83,0,83,1,ECWL,2400,RATED,139.4450231,37.675916281666666
STEEBot,14,96,110,10,100,0,NWL20,1200,CASUAL,210.7735009,16.487108318333334
STEEBot,14,90,68,4,64,0,NWL20,1200,RATED,597.20963,10.046506166666667
STEEBot,17,79,61,0,61,0,CSW21,1200,CASUAL,399.7724299,13.337126168333333
BetterBot,18,80,75,0,75,0,NWL20,1200,RATED,511.5493598000001,11.474177336666665
STEEBot,12,198,83,14,69,1,NWL20,1200,RATED,621.1756749,9.647072085
e4c5,11,54,63,-10,73,0,CSW21,900,RATED,970.053808,-1.1675634666666668
STEEBot,14,157,79,8,71,0,CSW21,720,RATED,489.8336201,3.836106331666666
HastyBot,13,149,87,10,77,0,NWL20,1500,RATED,672.122087,13.797965216666666
STEEBot,11,112,76,14,62,1,CSW21,1200,RATED,301.220736,14.9796544
BetterBot,17,145,75,4,71,1,CSW21,1200,CASUAL,1023.952787,2.934120216666668
jlevedit,13,98,79,3,76,1,NWL20,1200,RATED,428.3235049,12.861274918333333
STEEBot,14,145,77,2,75,1,NWL20,1200,RATED,540.7784371,10.987026048333332
ruby43,15,94,68,8,60,0,NWL20,1200,CASUAL,399.5934691,13.340108848333333
HastyBot,13,184,77,2,75,1,CSW21,1200,RATED,380.9785628,13.650357286666667
BetterBot,14,98,70,5,65,1,CSW21,1320,RATED,800.89991,8.651668166666667
Numbat,13,123,70,14,56,1,CSW21,1200,RATED,515.546942,11.407550966666667
Goldenlamb,12,195,89,8,81,1,CSW21,1200,RATED,282.0562520000001,15.299062466666665
BetterBot,14,74,65,0,65,1,NWL20,1440,CASUAL,642.912745,13.284787583333333
thraoph,12,199,80,10,70,0,CSW21,1200,RATED,326.6590102,14.555683163333333
rcg,13,119,86,6,80,1,NWL20,300,CASUAL,220.2354879,1.3294085349999998
HastyBot,13,196,88,4,84,0,NWL20,3600,RATED,317.93298010000007,54.70111699833333
HastyBot,13,160,71,11,60,1,ECWL,900,CASUAL,203.255506,11.612408233333333
HastyBot,13,117,71,0,71,1,NWL20,1200,RATED,327.8078032,14.536536613333332
HivinD,12,144,70,6,64,0,CSW21,900,RATED,292.751873,10.120802116666669
BetterBot,12,184,84,10,74,0,CSW21,900,CASUAL,178.69402,12.021766333333334
Anita,14,130,65,-32,97,0,NWL20,1200,RATED,281.421988,15.309633533333333
Bingobabe,16,29,73,-34,107,0,NWL20,1200,RATED,1248.628554,-0.8104758999999983
Rexington,12,163,77,-10,87,0,CSW21,1200,RATED,1262.463719,-1.0410619833333348
cayden,11,197,75,8,67,0,CSW21,1800,RATED,243.968452,25.933859133333332
STEEBot,11,203,82,12,70,0,CSW21,900,RATED,633.960362,4.433993966666666
squush,16,145,86,-38,124,0,NWL20,300,RATED,155.358494,2.4106917666666665
HastyBot,12,205,98,0,98,0,NWL20,1500,RATED,661.2725749,13.978790418333334
STEEBot,12,148,95,15,80,0,NWL20,1200,RATED,323.7327468000001,14.60445422
pingpk,13,122,87,8,79,0,CSW21,1440,RATED,286.158112,19.23069813333333
Uzams,15,110,32,-22,54,0,CSW21,1200,RATED,540.1695342,10.99717443
busker221,12,119,85,6,79,0,CSW21,300,RATED,189.87111,1.8354815000000002
AndrewChang92,14,151,74,2,72,0,CSW21,1200,RATED,388.4865739,13.525223768333335
MarieDee,13,177,85,8,77,1,CSW21,1200,RATED,372.5225322,13.79129113
BetterBot,13,153,86,14,72,0,NWL20,900,RATED,449.1394298,7.514342836666667
pandorable,13,122,42,8,34,0,CSW21,300,RATED,103.633688,3.2727718666666665
STEEBot,13,118,72,4,68,1,CSW21,1200,RATED,259.06617,15.6822305
HastyBot,13,147,91,0,91,0,NWL20,1200,RATED,256.75404,15.720766
HastyBot,14,143,70,6,64,1,NWL20,300,RATED,252.574513,0.7904247833333334
HastyBot,13,90,74,4,70,1,CSW21,600,RATED,478.10163089999986,2.031639485000002
thraoph,12,125,92,6,86,1,CSW21,1200,RATED,806.500771,6.5583204833333335
cocoapuffs,20,62,80,-39,119,1,CSW21,1200,RATED,1029.68836,2.8385273333333316
STEEBot,14,88,51,4,47,1,CSW21,900,RATED,357.1381401999999,9.047697663333334
BetterBot,21,2,80,-1,81,0,CSW21,1200,RATED,501.176415,11.64705975
HastyBot,15,105,76,2,74,0,CSW21,1200,RATED,1240.0581539999996,-0.6676358999999934
PVMG,16,128,79,4,75,0,CSW21,540,RATED,256.80216290000004,4.719963951666666
BetterBot,16,53,36,2,34,1,CSW21,3300,RATED,520.893146,46.31844756666667
STEEBot,12,257,72,9,63,0,CSW21,1020,CASUAL,191.796973,13.803383783333334
marvin,11,222,81,15,66,1,CSW21,240,RATED,173.42738290000003,1.109543618333333
HastyBot,12,179,86,17,69,1,NWL20,720,RATED,448.8112211,4.519812981666666
squush,12,152,80,7,73,0,NWL20,180,RATED,127.8907449,0.868487585
Bliz,18,27,28,0,28,0,CSW21,1200,RATED,297.682054,15.038632433333333
dystopianist,13,116,76,0,76,1,NWL20,3600,CASUAL,1464.165365,35.59724391666667
enigmatic,16,51,64,2,62,0,CSW21,300,RATED,178.1105251,2.0314912483333334
BetterBot,15,77,69,8,61,1,CSW21,3600,RATED,1341.662164,37.63896393333333
NurdiniDelisha,18,90,36,-22,58,0,CSW21,900,CASUAL,274.8440962,10.419265063333334
STEEBot,13,143,78,0,78,1,NWL20,1200,RATED,404.420747,13.259654216666666
Kovert,17,82,74,7,67,1,NWL20,1800,CASUAL,1007.349618,13.210839700000001
Goldenlamb,11,79,65,0,65,0,CSW21,1200,RATED,248.630404,15.856159933333334
BetterBot,17,89,87,8,79,0,CSW21,300,RATED,166.74333810000005,2.2209443649999994
Sally,23,-31,102,-20,122,1,CSW21,900,RATED,1011.53562,-1.858927
Churrrro,21,107,94,-26,120,0,NWL20,300,CASUAL,325.249778,-0.4208296333333332
BB-8,14,63,94,4,90,1,ECWL,900,CASUAL,207.39950990000003,11.543341501666667
Zynx,14,128,78,0,78,1,CSW21,780,RATED,189.9424119,9.834293135
STEEBot,12,158,68,7,61,1,CSW21,1200,RATED,683.430341,8.609494316666666
BetterBot,18,127,72,0,72,0,NWL20,300,RATED,186.213932,1.8964344666666666
peter3000,10,144,76,6,70,0,CSW21,1200,RATED,201.9545739,16.634090435
UcheVictor,13,167,96,6,90,1,CSW21,1200,CASUAL,446.2545121,12.562424798333332
AlexisKoh,15,52,38,0,38,0,CSW21,1200,CASUAL,1133.22065,1.1129891666666671
BB-8,14,121,79,6,73,1,ECWL,900,CASUAL,241.5703778,10.973827036666668
pandorable,14,105,80,8,72,1,CSW21,300,RATED,145.84389209999995,2.569268465000001
BetterBot,16,75,60,4,56,1,CSW21,900,RATED,373.2832251,8.778612915
STEEBot,13,151,80,2,78,0,NWL20,1500,RATED,274.2704749,20.428825418333336
HastyBot,13,91,67,0,67,1,ECWL,900,CASUAL,188.008445,11.866525916666667
STEEBot,16,71,92,4,88,0,CSW21,1500,RATED,660.4247971,13.992920048333334
BetterBot,18,46,32,0,32,1,CSW21,1200,RATED,779.3655472,7.010574213333332
hannahbanana,13,69,86,10,76,0,NWL20,720,RATED,211.6631908,8.472280153333333
HastyBot,14,100,60,6,54,1,ECWL,900,CASUAL,237.6042869,11.039928551666666
BetterBot,13,134,70,9,61,1,CSW21,1200,RATED,372.1602561,13.797329065000001
BetterBot,15,122,78,0,78,0,CSW21,1080,RATED,212.1492772,14.464178713333332
STEEBot,16,122,70,6,64,0,CSW21,1200,CASUAL,801.3216341,6.644639431666667
Super,12,182,99,12,87,1,CSW21,3600,RATED,281.656563,55.30572395
kar2008,13,133,131,2,129,1,NWL20,1200,RATED,321.7533979,14.637443368333333
bonehead,11,147,52,7,45,0,NWL20,1500,CASUAL,1368.733468,2.187775533333335
BetterBot,13,103,66,6,60,1,NWL20,1200,RATED,370.1554148,13.830743086666667
Xerxes,17,117,47,-27,74,0,CSW21,900,RATED,461.576299,7.307061683333333
davidavid,16,48,63,4,59,0,CSW21,900,RATED,455.342396,7.410960066666666
BetterBot,14,78,40,12,28,1,CSW21,1200,RATED,765.8500299,7.235832835
HastyBot,14,122,74,0,74,1,NWL20,1500,RATED,887.8745190999998,10.202091348333337
BetterBot,15,94,41,8,33,1,NWL20,1800,RATED,902.6931551,14.955114081666666
Manuel,12,63,80,-80,160,0,CSW21,900,CASUAL,962.9141481,-1.0485691350000006
WK,15,91,131,-62,193,1,CSW21,1200,RATED,313.1358991,14.781068348333333
STEEBot,14,191,80,14,66,0,CSW21,900,RATED,520.9489369,6.317517718333333
Moses,17,47,22,3,19,0,CSW21,600,CASUAL,502.155091,1.6307484833333328
BB-8,13,120,86,14,72,1,ECWL,900,CASUAL,190.4758391,11.825402681666667
BB-8,13,108,95,7,88,1,ECWL,900,CASUAL,170.9086242,12.15152293
hannahbanana,12,138,66,14,52,0,NWL20,720,RATED,166.035547,9.232740883333333
HastyBot,12,150,60,10,50,1,ECWL,900,CASUAL,193.567086,11.7738819
HastyBot,12,83,82,6,76,1,CSW21,1200,RATED,375.878159,13.735364016666667
HastyBot,12,213,83,15,68,1,CSW21,1200,RATED,225.449338,16.242511033333333
HastyBot,10,190,74,20,54,1,CSW21,1200,RATED,452.779882,12.453668633333333
shaneabbas,15,125,76,0,76,0,CSW21,900,RATED,330.565527,9.49057455
pandorable,17,96,72,2,70,1,CSW21,300,RATED,104.958761,3.2506873166666668
HastyBot,11,181,72,20,52,1,CSW21,1200,RATED,649.5778548999998,9.173702418333336
HastyBot,14,174,87,12,75,0,NWL20,3600,RATED,347.013248,54.21644586666666
bubbat,10,154,72,13,59,0,NWL20,720,RATED,330.6578639,6.489035601666667
zem,13,143,95,-95,190,0,CSW21,600,RATED,308.7166419,4.854722635
BetterBot,16,89,35,8,27,0,CSW21,1200,RATED,165.2068889,17.246551851666666
HivinD,14,152,72,0,72,0,CSW21,900,RATED,180.470454,11.9921591
STEEBot,13,85,89,8,81,1,CSW21,60,RATED,100.5672328,-0.6761205466666667
bubbat,14,82,74,4,70,1,NWL20,720,RATED,549.8418131,2.8359697816666674
HastyBot,14,78,61,0,61,1,NWL20,1200,RATED,482.274925,11.962084583333334
BeanzCyclones,12,163,75,0,75,0,CSW21,1200,RATED,322.6081541000001,14.623197431666664
BB-8,14,70,90,6,84,0,ECWL,900,CASUAL,161.0686951,12.315521748333333
BetterBot,14,144,72,10,62,0,NWL20,1200,RATED,681.380825,8.643652916666667
warrior,10,240,96,14,82,0,CSW21,1200,RATED,812.3813798,6.460310336666667
meetsumeet,13,136,65,3,62,0,CSW21,720,RATED,420.288702,4.9951883
STEEBot,15,80,76,4,72,0,NWL20,1200,RATED,212.2525511,16.462457481666668
BetterBot,14,78,68,9,59,1,NWL20,1800,RATED,737.3984178999998,17.710026368333335
BB-8,12,144,46,10,36,0,ECWL,900,CASUAL,217.7023852,11.371626913333333
STEEBot,13,130,72,6,66,0,CSW21,60,RATED,112.7753298,-0.8795888299999999
ChrisOB,11,214,83,14,69,0,CSW21,1200,RATED,283.7700601,15.270498998333332
BetterBot,14,105,76,7,69,1,CSW21,1200,CASUAL,687.9844820000002,8.533591966666664
BetterBot,16,108,63,0,63,1,NWL20,1200,CASUAL,725.1179302,7.914701163333333
Pogonip,17,74,110,0,110,1,NWL20,1200,CASUAL,698.150497,8.364158383333335
HastyBot,15,73,92,2,90,1,ECWL,900,CASUAL,229.4415541,11.175974098333334
Raash,10,140,83,7,76,0,CSW21,1200,RATED,520.3603339,11.327327768333333
HastyBot,16,124,80,0,80,0,ECWL,900,CASUAL,184.374552,11.9270908
STEEBot,13,139,80,12,68,0,CSW21,1200,RATED,481.73182010000005,11.971136331666665
Anita,14,124,72,0,72,0,NWL20,1200,RATED,544.1239278,10.93126787
hannahbanana,15,65,75,-26,101,0,NWL20,720,RATED,347.8925891,6.2017901816666665
Kii,13,86,85,6,79,0,CSW21,900,RATED,681.957309,3.63404485
HastyBot,12,139,98,8,90,0,CSW21,3600,RATED,328.434109,54.52609818333334
marvin,11,187,72,-10,82,1,CSW21,60,RATED,109.988359,-0.8331393166666667
HastyBot,13,96,92,5,87,0,NWL20,1200,RATED,466.379741,12.227004316666667
STEEBot,14,85,90,0,90,1,NWL20,1200,RATED,618.3750458,9.693749236666667
Rbwingi,19,38,89,-32,121,0,CSW21,1200,RATED,621.1194119,9.648009801666666
Numbat,13,149,74,8,66,1,CSW21,1200,RATED,387.66409710000005,13.538931714999999
BetterBot,18,111,74,6,68,0,NWL20,2700,RATED,1625.537238,17.9077127
saint,13,104,83,8,75,0,NWL20,1200,RATED,481.403549,11.976607516666666
BetterBot,13,113,76,9,67,1,CSW21,900,RATED,328.535512,9.524408133333335
HastyBot,15,98,97,8,89,0,CSW21,1200,RATED,287.5698731,15.207168781666667
STEEBot,14,175,72,0,72,0,NWL20,600,RATED,219.0268099,6.349553168333333
snorkl,13,70,79,0,79,0,CSW21,1200,RATED,1007.697321,3.20504465
HastyBot,10,200,176,14,162,1,CSW21,1200,RATED,582.389827,10.293502883333334
marvin,12,94,64,-10,74,0,CSW21,60,RATED,120.613534,-1.0102255666666666
Kavindu,19,-4,122,-122,244,1,CSW21,900,RATED,481.476676,6.975388733333333
BB-8,14,174,73,14,59,1,ECWL,900,CASUAL,224.883323,11.251944616666666
thyme,13,190,68,0,68,0,CSW21,1200,CASUAL,813.81903,6.4363495
DDarien,14,103,84,8,76,1,CSW21,3600,CASUAL,909.2334411,44.846109315
BetterBot,16,91,78,0,78,1,CSW21,1200,CASUAL,263.6980841,15.605031931666668
hannahbanana,16,44,88,-12,100,0,NWL20,720,RATED,164.9931631,9.250113948333334
HastyBot,12,174,86,13,73,1,NWL20,180,RATED,187.2936471,-0.12156078499999978
Haz8886,15,161,122,0,122,1,CSW21,1200,RATED,375.7906201,13.736822998333333
kfraley,12,140,73,5,68,0,CSW21,1200,CASUAL,1159.3326,0.6777900000000007
stevy,14,161,74,6,68,1,NWL20,1200,CASUAL,916.429136,4.726181066666667
STEEBot,10,229,81,26,55,1,NWL20,300,CASUAL,181.425848,1.9762358666666666
BlueThor,11,148,91,-37,128,0,CSW21,2400,RATED,1091.387153,21.810214116666668
BB-8,15,188,99,2,97,1,ECWL,900,CASUAL,205.8132451,11.569779248333333
sungoer,13,86,60,5,55,0,NWL20,2700,RATED,841.9096041000001,30.968173264999997
BB-8,17,62,80,4,76,1,ECWL,900,CASUAL,220.5111308,11.324814486666666
velocat,16,59,28,0,28,0,NWL20,1200,RATED,449.897768,12.501703866666666
MSHS-21KADMUSLEE,11,140,61,10,51,0,CSW21,1200,RATED,306.4678411000001,14.892202648333331
Eloquent,14,170,76,16,60,1,CSW21,1200,CASUAL,271.31209900000005,15.478131683333334
Anita,13,72,101,9,92,0,NWL20,1200,RATED,328.5731101,14.523781498333333
STEEBot,12,140,72,24,48,1,CSW21,1200,RATED,731.9635389,7.800607685
HastyBot,11,212,90,13,77,1,CSW21,1200,RATED,1054.398656,2.4266890666666656
davidavid,15,95,76,10,66,1,CSW21,900,RATED,665.5053909,3.9082434850000007
UncleanDre,12,144,78,20,58,1,NWL20,1800,RATED,832.457484,16.1257086
BetterBot,14,112,76,6,70,0,CSW21,300,RATED,152.5324781,2.4577920316666666
MB2,12,107,77,9,68,0,CSW21,1200,RATED,240.996608,15.983389866666666
HastyBot,13,174,87,6,81,0,CSW21,1200,RATED,288.7625399,15.187291001666667
Kovert,13,137,86,14,72,1,NWL20,1800,RATED,616.9752212000002,19.71707964666666
WELCOME,12,104,62,16,46,0,CSW21,1320,RATED,739.6029201,9.673284665
BB-8,16,54,36,2,34,0,ECWL,900,CASUAL,166.8210301,12.219649498333332
MasterYeri,12,242,80,16,64,1,CSW21,900,RATED,656.4326792,4.059455346666666
huh,14,64,69,8,61,0,CSW21,900,RATED,171.5044532,12.141592446666667
BetterBot,16,54,80,0,80,0,NWL20,3600,RATED,871.453145,45.475780916666665
BetterBot,17,98,86,3,83,0,NWL20,600,RATED,166.64910980000005,7.222514836666666
STEEBot,10,167,80,14,66,1,CSW21,1320,RATED,354.968554,16.083857433333332
Torquayfan2303,13,147,75,2,73,0,CSW21,1200,RATED,372.376009,13.793733183333332
Fwesha,12,155,68,21,47,0,CSW21,1200,RATED,454.129931,12.431167816666667
BetterBot,16,127,72,2,70,0,NWL20,1200,CASUAL,377.2109861,13.713150231666667
Mimix,12,135,73,0,73,0,CSW21,1200,RATED,289.82151989999994,15.169641335000001
Goldenlamb,13,94,76,13,63,1,CSW21,1200,RATED,395.107537,13.414874383333334
BB-8,13,105,59,6,53,0,ECWL,900,CASUAL,260.2456472,10.662572546666667
STEEBot,12,193,70,0,70,1,NWL20,1200,RATED,572.463264,10.4589456
BetterBot,15,132,80,8,72,0,CSW21,240,RATED,248.0450652,-0.13408442000000018
HastyBot,10,226,86,14,72,1,CSW21,3600,RATED,93.90588999,58.4349018335
HastyBot,14,112,104,8,96,0,CSW21,600,CASUAL,561.124831,0.6479194833333338
apintrix,13,114,46,4,42,0,NWL20,1200,RATED,276.074317,15.398761383333332
ahmadthegreat,12,107,70,15,55,0,CSW21,900,CASUAL,487.085129,6.881914516666667
Shanny,14,88,70,2,68,0,CSW21,900,CASUAL,679.8765139999998,3.66872476666667
HastyBot,16,81,82,0,82,0,NWL20,1200,RATED,948.4564281,4.1923928649999995
BetterBot,17,129,86,4,82,0,CSW21,1200,CASUAL,282.35458989999995,15.294090168333334
HastyBot,13,135,76,5,71,0,ECWL,900,CASUAL,169.3905342,12.17682443
deathstar,13,155,75,8,67,0,NWL20,1200,RATED,535.544178,11.0742637
pandorable,16,74,113,5,108,1,CSW21,300,RATED,251.684948,0.8052508666666668
MasterYeri,12,149,98,9,89,1,CSW21,900,RATED,734.0173709,2.7663771516666675
Glilac,11,107,76,12,64,0,CSW21,1800,RATED,602.74055,19.954324166666666
BetterBot,13,103,88,7,81,0,CSW21,1200,RATED,265.2320719,15.579465468333334
HastyBot,13,123,122,14,108,0,CSW21,60,RATED,119.830493,-0.9971748833333334
Avinesh,18,11,48,-48,96,0,CSW21,1200,CASUAL,377.9411168,13.700981386666667
Nursaidatul,14,36,39,4,35,0,CSW21,1200,RATED,380.6011419,13.656647635
STEEBot,13,97,62,6,56,1,CSW21,1200,RATED,480.022579,11.999623683333335
BetterBot,17,164,78,16,62,0,CSW21,3600,CASUAL,3671.828373,-1.197139549999997
afeicher,14,131,71,0,71,0,NWL20,1200,CASUAL,805.8167932,6.569720113333333
Katakuri,14,92,39,6,33,0,CSW21,1200,CASUAL,736.487679,7.72520535
squush,13,94,68,6,62,0,NWL20,180,RATED,105.0302229,1.249496285
STEEBot,14,121,68,4,64,1,CSW21,1200,RATED,321.1875648,14.646873919999999
BetterBot,14,144,74,12,62,0,CSW21,840,RATED,710.1831281000002,2.163614531666663
Brianm,14,210,76,15,61,1,CSW21,3600,CASUAL,572.7649209,50.453917985
STEEBot,10,185,77,19,58,1,CSW21,1200,RATED,685.471988,8.575466866666666
HastyBot,14,156,83,5,78,0,NWL20,1200,RATED,511.234437,11.479426049999999
BetterBot,15,101,33,7,26,1,NWL20,300,CASUAL,292.5932951000001,0.12344508166666515
BetterBot,15,92,39,11,28,1,NWL20,1200,RATED,486.553503,11.89077495
BetterBot,11,143,72,0,72,0,CSW21,780,CASUAL,220.53113790000003,9.324481035
STEEBot,14,169,95,2,93,0,CSW21,1200,RATED,488.403389,11.859943516666666
HastyBot,13,174,76,12,64,0,CSW21,900,RATED,395.8289399,8.402851001666667
BetterBot,15,142,92,4,88,0,CSW21,780,RATED,236.0397279,9.066004535
hannahbanana,11,163,77,6,71,0,NWL20,720,RATED,138.2342269,9.696096218333333
BetterBot,14,131,98,9,89,1,CSW21,3600,CASUAL,333.8458591,54.435902348333336
STEEBot,12,136,94,15,79,0,NWL20,2400,RATED,1697.5804440000004,11.706992599999994
HastyBot,16,98,61,0,61,0,ECWL,900,CASUAL,230.243644,11.162605933333333
Esan,11,220,72,16,56,0,CSW21,1200,RATED,1204.730164,-0.07883606666666765
STEEBot,11,267,106,14,92,1,NWL20,1080,RATED,997.532397,1.3744600500000008
BetterBot,12,127,76,18,58,0,CSW21,780,RATED,326.430917,7.559484716666666
jocelot,12,88,77,0,77,0,NWL20,1140,CASUAL,157.8078589,16.369869018333333
ninjasloth,18,142,80,-27,107,0,CSW21,1200,RATED,256.011204,15.7331466
BetterBot,17,57,34,2,32,0,CSW21,840,RATED,676.3616481,2.7273058649999995
HastyBot,12,191,105,15,90,1,CSW21,900,CASUAL,623.7475509999998,4.604207483333337
STEEBot,13,121,75,11,64,1,CSW21,1200,RATED,527.141479,11.214308683333334
STEEBot,12,142,62,10,52,1,CSW21,900,RATED,487.2615631,6.878973948333334
Goldenlamb,16,51,112,2,110,1,CSW21,1200,RATED,342.553565,14.290773916666668
Khairul.A,14,115,70,0,70,0,CSW21,900,CASUAL,372.8916669,8.785138885
Kathleen3,17,62,36,0,36,0,CSW21,1800,RATED,528.6372508999998,21.18937915166667
HastyBot,12,127,53,15,38,1,CSW21,300,RATED,282.730602,0.2878233000000004
squashy,18,65,71,-14,85,1,CSW21,900,RATED,129.4338582,12.84276903
HastyBot,15,133,77,4,73,1,ECWL,900,CASUAL,289.8981452,10.168364246666666
HastyBot,12,180,86,0,86,0,NWL20,1200,RATED,303.0626979,14.948955035000001
BB-8,13,123,83,10,73,1,ECWL,900,CASUAL,230.31463,11.161422833333335
BetterBot,13,133,50,0,50,1,CSW21,900,RATED,479.97433780000006,7.000427703333332
STEEBot,13,185,70,14,56,0,NWL20,1500,RATED,385.166522,18.580557966666667
BetterBot,14,97,69,0,69,0,CSW21,900,RATED,370.295922,8.8284013
STEEBot,19,-10,70,-10,80,0,CSW21,1200,RATED,336.9920809,14.383465318333332
cikupat,17,80,33,4,29,0,CSW21,1200,RATED,697.7173269,8.371377885
Matt_86,11,129,76,12,64,0,CSW21,3600,CASUAL,724.257606,47.9290399
Rick,14,129,87,0,87,1,CSW21,900,RATED,529.4345089999998,6.17609151666667
jlevedit,15,69,69,3,66,0,NWL20,1200,RATED,425.4410219,12.909316301666667
vannandonly,12,121,47,-10,57,0,CSW21,1200,RATED,1262.178648,-1.0363108000000012
Jaish,17,74,83,0,83,0,CSW21,1200,RATED,407.9705901,13.200490165
BetterBot,14,182,94,0,94,0,CSW21,600,RATED,499.812768,1.6697871999999998
BB-8,13,113,70,14,56,1,ECWL,900,CASUAL,249.8116691,10.836472181666666
gameatiruth,14,120,80,0,80,0,CSW21,1200,RATED,524.6539812,11.25576698
BlueThor,13,137,76,4,72,1,CSW21,2400,RATED,884.0738539999999,25.26543576666667
Eloquent,12,155,122,8,114,1,CSW21,1200,CASUAL,245.658736,15.905687733333334
Goldenlamb,14,210,77,8,69,1,CSW21,1200,RATED,564.018513,10.59969145
HivinD,12,164,77,0,77,1,CSW21,900,RATED,335.07181,9.415469833333333
BetterBot,14,101,34,4,30,1,CSW21,3300,RATED,578.177675,45.36370541666667
Goldenlamb,13,144,76,7,69,1,CSW21,1200,RATED,262.6268868,15.62288522
STEEBot,15,131,87,2,85,0,NWL20,1200,CASUAL,163.912919,17.26811801666667
BetterBot,13,107,75,6,69,1,CSW21,1200,RATED,729.9219451,7.834634248333333
BetterBot,15,91,80,2,78,0,NWL20,1200,RATED,552.2405212,10.795991313333333
BB-8,15,59,54,2,52,0,ECWL,900,CASUAL,256.443368,10.725943866666666
Zynx,14,151,45,4,41,0,CSW21,780,RATED,287.4702539,8.208829101666668
BB-8,18,99,75,0,75,1,ECWL,900,CASUAL,372.5344641,8.791092265000001
STEEBot,13,104,78,8,70,1,CSW21,1200,RATED,400.007618,13.333206366666667
STEEBot,11,137,104,18,86,1,CSW21,1500,RATED,538.0581129,16.032364785000002
squush,15,142,76,-33,109,1,NWL20,180,RATED,139.60519,0.6732468333333335
BetterBot,16,78,43,0,43,1,CSW21,3600,RATED,631.169219,49.48051301666667
HastyBot,10,256,97,18,79,1,CSW21,1200,RATED,460.915411,12.318076483333334
BB-8,14,62,76,0,76,0,ECWL,900,CASUAL,197.6621511,11.705630815000001
BetterBot,15,71,76,4,72,1,CSW21,1200,RATED,912.326345,4.794560916666668
BetterBot,18,111,87,0,87,0,CSW21,900,RATED,476.7460909,7.054231818333333
BetterBot,13,150,77,11,66,0,CSW21,300,RATED,148.1764159,2.5303930683333333
hannahbanana,17,80,58,0,58,0,NWL20,720,RATED,153.9866252,9.433556246666667
MarieDee,12,142,75,4,71,0,CSW21,1200,RATED,607.2196190000002,9.879673016666663
Matt_86,13,103,83,10,73,1,CSW21,3600,RATED,442.91124800000006,52.618145866666666
MSHS-21KADMUSLEE,15,85,74,0,74,0,CSW21,1200,RATED,308.4925489,14.858457518333333
shaunthesheep,13,119,70,13,57,0,CSW21,1200,RATED,657.8465881,9.035890198333334
BetterBot,14,113,48,4,44,0,CSW21,1200,RATED,254.9783828,15.750360286666668
BB-8,13,140,55,6,49,0,ECWL,900,CASUAL,178.1696999,12.030505001666665
magic29,17,94,75,2,73,1,CSW21,900,RATED,474.5317059,7.091138235
BB-8,15,117,74,0,74,1,ECWL,900,CASUAL,230.479893,11.15866845
BB-8,16,78,82,0,82,1,ECWL,900,CASUAL,165.87725690000005,12.235379051666666
vannandonly,10,272,94,16,78,1,CSW21,1200,RATED,665.7373791,8.904377015
BetterBot,14,132,75,8,67,0,CSW21,1200,CASUAL,677.971293,8.70047845
Rick,14,123,78,-29,107,0,CSW21,900,RATED,381.1157541,8.648070765
STEEBot,14,131,80,13,67,0,CSW21,1500,RATED,622.288574,14.628523766666666
hannahbanana,13,151,65,7,58,0,NWL20,720,RATED,222.8412199,8.285979668333333
STEEBot,14,107,67,2,65,0,NWL20,720,RATED,182.5346251,8.957756248333334
